날짜,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가,마늘가격
2017-01-07,0.1,14.2,4,9.5,-1.4,75,32,1.1,7.8,12.67,303580,3742,43040,58210,24864,1834.21,1501.37,1294.04,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5381.734338
2017-01-09,0.1,10.3,4.4,8.1,-0.5,60,18,3.1,19.9,24.41,303580,3742,43040,58210,24864,1837.71,1503.96,1296.5,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5377.320636
2017-01-10,0,0.3,0.4,4.7,-2.9,52,13,3,15.4,14.23,303580,3742,43040,58210,24864,1837.94,1505.91,1298.42,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5456.41231
2017-01-11,0,1,-1.7,2.8,-6.2,46,12,2.6,15.5,34.14,303580,3742,43040,58210,24864,1839.7,1507.16,1299.82,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5097.183948
2017-01-12,0.2,2,0.7,5.6,-3.7,57,14,2.7,16.8,96.89,303580,3742,43040,58210,24864,1839.95,1508.2,1300.7,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,4318.812691
2017-01-13,0.3,4.5,-2.2,2.8,-5.9,53,17,2.9,21.7,17.92,303580,3742,43040,58210,24864,1840.45,1509.01,1301.58,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5233.6179
2017-01-14,0,8.9,-5,-1.8,-7.8,42,11,3.8,17.9,16.31,303580,3742,43040,58210,24864,1839.57,1509.85,1302.12,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5492.210843
2017-01-16,0,4,-3,4.4,-8.8,51,9,1.6,13.1,16.4,303580,3742,43040,58210,24864,1840.7,1511.05,1303.38,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5348.568728
2017-01-17,0,0.1,-1.7,5.8,-7.8,55,4,1,8.4,21.85,303580,3742,43040,58210,24864,1842.05,1511.69,1303.96,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5111.761933
2017-01-18,0,0,0.5,5.9,-4.5,60,14,1.5,10.6,19.55,303580,3742,43040,58210,24864,1843.2,1512.3,1304.57,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,4882.06624
2017-01-19,0,7.1,0.1,6.8,-5,65,12,1.3,12.2,108.23,303580,3742,43040,58210,24864,1842.13,1512.71,1304.91,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,4332.614982
2017-01-20,3.3,32.2,-1.7,1.4,-5.4,69,27,3.4,27.2,46.69,303580,3742,43040,58210,24864,1841.61,1513.06,1305.33,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,4896.884205
2017-01-21,0.6,4.2,-2.6,2,-8.1,69,21,1.9,16,19.68,303580,3742,43040,58210,24864,1842.05,1513.41,1305.47,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5428.711005
2017-01-23,0.1,37.5,-5.9,-1.1,-9.9,56,14,2.6,18.7,23.59,303580,3742,43040,58210,24864,1841.88,1514.03,1306.04,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5636.325589
2017-01-24,0,7.4,-4.7,1.5,-10.1,55,11,2,15.6,92.38,303580,3742,43040,58210,24864,1842.67,1514.43,1306.38,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,4577.169748
2017-01-25,0,0,-3.7,3.3,-9.7,55,8,1.7,9.7,22.34,303580,3742,43040,58210,24864,1842.6,1514.77,1306.65,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5534.497852
2017-01-26,0.1,2.5,-0.9,6.8,-9.1,55,4,1.7,16.5,23.13,303580,3742,43040,58210,24864,1843.4,1515.4,1307.01,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5966.897804
2017-01-27,1.2,7.1,1.5,6.6,-3.7,48,9,3.1,15.7,4.2,303580,3742,43040,58210,24864,1843.15,1515.85,1307.38,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,6090.738095
2017-01-31,0,5,-2.9,3.7,-8.7,55,10,1.7,12.3,0.01,303580,3742,43040,58210,24864,1840.61,1516.5,1307.99,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6,5200
2017-02-01,0,0.2,-1.2,4.2,-5.4,46,9,2.8,16.4,17.47,303580,3742,43040,58210,24864,1842.49,1516.7,1308.18,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5595.657277
2017-02-02,0,0,-0.9,6.1,-7.5,45,7,2.5,11.8,133.21,303580,3742,43040,58210,24864,1843.99,1516.87,1308.23,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4368.932212
2017-02-03,0,0,1.8,8.6,-3.8,58,9,1.7,10,17.07,303580,3742,43040,58210,24864,1843.54,1516.95,1308.28,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5303.444054
2017-02-04,0.8,16.6,4.1,9.9,-2.3,57,3,1.1,12.2,13.3,303580,3742,43040,58210,24864,1844.9,1516.99,1308.09,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4858.018797
2017-02-06,0,35.5,0.8,4.7,-2.6,51,16,3.3,19.4,18.63,303580,3742,43040,58210,24864,1844.67,1517.18,1308.39,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5500.183535
2017-02-07,0,0,0.1,6.3,-4.7,55,11,1.4,11.2,19.02,303580,3742,43040,58210,24864,1843.89,1517.29,1308.36,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5719.594616
2017-02-08,0,4.1,0.8,5.3,-3.6,56,10,1.8,16.5,15.72,303580,3742,43040,58210,24864,1842.91,1517.31,1308.42,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5427.493003
2017-02-09,0.1,10.2,-2.1,1.2,-5,50,16,4,22.4,179.45,303580,3742,43040,58210,24864,1843.48,1517.2,1308.22,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4312.949034
2017-02-10,0.6,64.7,-4.1,-0.5,-6.8,50,15,3.8,22.6,21.24,303580,3742,43040,58210,24864,1843.4,1517.09,1308.21,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4761.005368
2017-02-11,0.1,22.9,-2.8,1.8,-7.5,53,19,3.1,23.4,15.56,303580,3742,43040,58210,24864,1843.19,1517.05,1307.9,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5289.109668
2017-02-13,0.3,3.1,1,7.3,-5.9,61,14,1.6,12.2,17.25,303580,3742,43040,58210,24864,1841.2,1517.02,1308.03,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5645.384928
2017-02-14,0,3.2,1.5,7.6,-3.4,58,12,1.8,13.7,24.98,303580,3742,43040,58210,24864,1839.79,1516.94,1307.85,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5308.354283
2017-02-15,0,0,2.4,11,-5.3,52,8,1.4,9.1,20.52,303580,3742,43040,58210,24864,1840.39,1516.79,1307.68,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5206.025341
2017-02-16,1.4,9,7.1,14.5,-2.8,61,7,2.1,13.4,256.28,303580,3742,43040,58210,24864,1842.18,1516.79,1307.67,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4251.131245
2017-02-17,1.7,6.4,5.6,12,-1,58,9,3.4,14.9,33.96,303580,3742,43040,58210,24864,1841.81,1516.69,1307.58,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4878.577023
2017-02-18,0,25,0,5.1,-4.6,42,6,3,15.9,17.61,303580,3742,43040,58210,24864,1842.86,1516.55,1307.24,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5220.101635
2017-02-20,5.4,24.5,2.9,9.6,-3,59,11,3.8,21.5,20.72,303580,3742,43040,58210,24864,1842.62,1516.55,1307.26,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5208.329231
2017-02-21,0,0,0.8,7.9,-6.2,53,13,1.6,13.3,27.8,303580,3742,43040,58210,24864,1842.69,1516.54,1307.23,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5145.840023
2017-02-22,16.1,57.2,3.6,5.9,0.3,83,30,1.8,22.4,18.08,303580,3742,43040,58210,24864,1842.88,1516.4,1306.97,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4525.025998
2017-02-23,0,13.2,1.4,5,-2,57,23,3.8,21.6,125.85,303580,3742,43040,58210,24864,1843.39,1516.29,1306.83,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4145.698122
2017-02-24,0,0.2,0.6,6.1,-4.7,49,12,2.6,15.5,22.85,303580,3742,43040,58210,24864,1842.84,1516.11,1306.76,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5644.69754
2017-02-25,0,0,3.1,9.2,-2.6,55,13,2,11.7,17.44,303580,3742,43040,58210,24864,1843.37,1515.75,1306.11,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5785.787844
2017-02-27,0.1,2.4,3.6,11.1,-2.5,61,15,1.4,8.3,22.92,303580,3742,43040,58210,24864,1842.49,1515.58,1306.08,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,4969.980804
2017-02-28,0,0.1,4.8,13,-2.5,54,12,1.4,9.1,21.05,303580,3742,43040,58210,24864,1843.32,1515.39,1305.87,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5,5083.568667
2017-03-01,2.1,13.2,6.2,12.7,0.7,59,14,1.5,22.9,24.2,303580,3742,43040,58210,24864,1843.62,1515.14,1305.45,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4909.344161
2017-03-02,2,17.9,3.2,6.9,-0.7,68,23,3.2,21.6,160.19,303580,3742,43040,58210,24864,1842.81,1514.91,1305.23,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4227.777851
2017-03-03,0,0,3.9,11.7,-3.2,54,13,1.7,11,17.06,303580,3742,43040,58210,24864,1844.11,1514.75,1305.22,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5429.184152
2017-03-04,0,0,5.6,13.7,-1,57,9,1.3,7.2,15.89,303580,3742,43040,58210,24864,1845.45,1514.44,1304.67,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5522.693567
2017-03-06,0.3,9.8,2.9,7,-1.1,42,7,3.7,16.8,22.04,303580,3742,43040,58210,24864,1842.43,1514.09,1304.55,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5405.70388
2017-03-07,0.5,8.8,0.1,4.4,-3.2,47,11,3.2,18.3,23.04,303580,3742,43040,58210,24864,1839.56,1513.59,1304.04,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4813.874496
2017-03-08,0,13.2,1.4,6.3,-3.8,52,20,3.1,18.2,25.42,303580,3742,43040,58210,24864,1840.77,1513.2,1303.59,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4673.873112
2017-03-09,0,2.4,5,11.3,-1.6,47,11,3.3,15.8,143.07,303580,3742,43040,58210,24864,1840.07,1512.76,1303.21,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4160.029846
2017-03-10,0,0.9,5.4,12.7,-1.3,44,10,2.1,12.8,17.88,303580,3742,43040,58210,24864,1839.62,1512.17,1302.8,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5181.167925
2017-03-11,0,0,6.5,15.8,-2.2,43,5,1.4,7.5,22.02,303580,3742,43040,58210,24864,1837.77,1511.66,1302.11,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5477.542808
2017-03-13,0,3.2,7.9,13.7,2.7,52,8,2.2,11.9,23.58,303580,3742,43040,58210,24864,1838.18,1511.22,1301.76,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4747.434685
2017-03-14,0.6,8.3,5.5,11.4,0.6,55,11,2.5,18.5,21.34,303580,3742,43040,58210,24864,1837.07,1510.48,1301.02,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5213.115668
2017-03-15,0,0.1,4.8,12.2,-1.8,52,12,1.7,14.3,23.97,303580,3742,43040,58210,24864,1836.24,1509.7,1300.28,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5577.41691
2017-03-16,0,0,5.6,13.1,-1.4,55,11,1.6,7.4,17,303580,3742,43040,58210,24864,1835.92,1508.75,1299.25,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5108.383009
2017-03-17,0,0,6.9,15.5,-1.2,47,8,1.5,7.7,26.36,303580,3742,43040,58210,24864,1834.68,1507.81,1298.26,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5068.338745
2017-03-18,0,0,8.4,16.8,2.3,44,8,1.5,8.9,17.88,303580,3742,43040,58210,24864,1835,1506.89,1297.22,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4990.598154
2017-03-20,2.8,27.8,8.3,13.6,2.1,64,11,1.4,10.7,25.9,303580,3742,43040,58210,24864,1833.02,1505.73,1296.27,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4673.965176
2017-03-21,1.5,12.6,7.1,12.5,2.4,62,11,2.7,20.3,21.56,303580,3742,43040,58210,24864,1829.92,1504.17,1294.74,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5312.437677
2017-03-22,0,0,6.9,14,-0.6,52,10,1.6,9.7,17.98,303580,3742,43040,58210,24864,1827.83,1502.85,1293.51,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4882.871386
2017-03-23,0.1,6.4,8.7,15.1,3.8,48,7,1.8,9.7,15.94,303580,3742,43040,58210,24864,1826.7,1501.53,1292.12,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5389.070013
2017-03-24,0,1.9,7.8,13.3,2.3,57,17,1.6,7.8,16.3,303580,3742,43040,58210,24864,1826.27,1500.27,1290.88,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5178.242118
2017-03-25,6,21.5,6.4,9.7,4,77,17,1.5,9.1,18.4,303580,3742,43040,58210,24864,1825.45,1499.1,1289.62,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5287.026898
2017-03-27,1.3,13.4,6,10.8,2.4,73,22,2.3,14.7,20.24,303580,3742,43040,58210,24864,1823.47,1497.82,1288.47,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,5178.937497
2017-03-28,0.7,6.7,7.3,13.6,0.7,63,13,1.6,10.6,141.96,303580,3742,43040,58210,24864,1821.94,1496.23,1286.82,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4222.435611
2017-03-29,1.1,6,8.5,14,4,69,13,1.7,9.2,199.35,303580,3742,43040,58210,24864,1821.19,1494.77,1285.39,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4192.836619
2017-03-30,0,0.1,10.5,18.4,2.8,58,9,1.8,9.6,25.9,303580,3742,43040,58210,24864,1820.06,1493.63,1284.19,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4663.751033
2017-03-31,3.8,13.4,8.7,12.1,6.2,77,33,1.7,11.2,18.61,303580,3742,43040,58210,24864,1818.87,1492.8,1283.4,2.3,6.6,2.3,1.8,1,2.7,1.5,2.9,4796.548498
2017-04-01,3.4,15,7.5,12.3,4.1,78,20,1.6,15.7,17.63,303580,3742,43040,58210,24864,1818.06,1490.96,1281.44,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,5333.918614
2017-04-03,0,0,11.5,20.2,2.9,45,9,2.2,11.3,26.08,303580,3742,43040,58210,24864,1817.59,1489.82,1280.48,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4586.025618
2017-04-04,0,0,13.4,21.9,4.1,44,9,1.7,10.2,231.51,303580,3742,43040,58210,24864,1818.17,1488.87,1279.35,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4196.393375
2017-04-05,17.7,67,13.3,16.2,10.2,73,20,2.2,17.1,18.91,303580,3742,43040,58210,24864,1818.02,1488.06,1278.42,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,5159.214784
2017-04-06,9.8,125.2,13.6,17.1,10.5,88,35,2.2,14.1,155.37,303580,3742,43040,58210,24864,1817.42,1487.51,1277.8,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4299.058197
2017-04-07,0,0,14.2,21.9,8.5,73,23,1.7,9.8,17.3,303580,3742,43040,58210,24864,1815.74,1486.94,1277.33,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,5226.273626
2017-04-08,0,1,14.9,23.1,8.1,69,13,1.7,11.2,20.09,303580,3742,43040,58210,24864,1815.7,1486.51,1276.71,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,5142.343983
2017-04-10,0.1,11.1,13.4,19.5,8.3,46,5,2.8,10.6,27.43,303580,3742,43040,58210,24864,1817.43,1486.3,1276.64,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4565.245097
2017-04-11,10.8,30.6,12.2,18.2,8.4,66,13,2.5,16.7,615.96,303580,3742,43040,58210,24864,1820.13,1486.64,1276.81,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4142.588757
2017-04-12,0,0.2,12.3,17.7,7.2,31,1,3.1,14.3,19.29,303580,3742,43040,58210,24864,1819.76,1486.7,1276.95,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4841.942561
2017-04-13,0,0,13.1,20.3,4.6,46,11,2.4,12.7,29.8,303580,3742,43040,58210,24864,1819.05,1486.69,1276.91,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4220.248683
2017-04-14,0.9,8.8,14.7,20.5,8.5,54,8,3.3,15.3,18.21,303580,3742,43040,58210,24864,1819.72,1486.73,1276.95,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4420.92557
2017-04-15,0.1,2.5,17.6,24.8,11.3,60,10,2.2,12.8,17.74,303580,3742,43040,58210,24864,1820.81,1486.78,1276.9,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4564.052424
2017-04-17,15.3,70.1,13.6,17.2,10.8,83,11,1.8,17,23.78,303580,3742,43040,58210,24864,1819.2,1486.89,1277,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4684.883716
2017-04-18,3.1,18.8,13.3,20.1,8.6,74,22,2.7,14.4,125.7,303580,3742,43040,58210,24864,1821.11,1487.6,1277.89,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4174.113397
2017-04-19,0,0,13.3,19.4,7.4,46,14,2.9,10.9,21.05,303580,3742,43040,58210,24864,1821.92,1487.86,1278.28,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4782.166207
2017-04-20,0.9,5,12.4,17.6,8.9,59,14,1.4,10,39.88,303580,3742,43040,58210,24864,1822.82,1487.91,1278.32,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4136.045689
2017-04-21,0,3.3,13,19.9,7.1,64,16,1.8,10.9,26.83,303580,3742,43040,58210,24864,1823.41,1487.9,1278.26,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4439.436738
2017-04-22,0.1,9.7,13,20,7,64,12,1.7,8.9,24.97,303580,3742,43040,58210,24864,1823.23,1487.73,1278.09,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4382.354803
2017-04-24,0,0,15,22.5,6.4,51,7,2.1,9.5,35.06,303580,3742,43040,58210,24864,1823.39,1487.78,1278.24,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4027.779277
2017-04-25,0.8,13,16.9,22.4,11,63,0,2,11.7,72.19,303580,3742,43040,58210,24864,1823.03,1487.54,1277.99,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,3663.64263
2017-04-26,1.2,14.2,14.9,20.1,10.1,55,5,2.2,11.8,25.67,303580,3742,43040,58210,24864,1823.11,1487.35,1277.77,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4598.066661
2017-04-27,0,0,13,19.3,6.4,44,10,2.6,12.3,21.93,303580,3742,43040,58210,24864,1822.88,1487.3,1277.64,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4748.302061
2017-04-28,0,0,15.1,23.3,6.2,48,8,2.8,13.3,26.37,303580,3742,43040,58210,24864,1822.14,1487.09,1277.54,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,4856.303758
2017-04-29,0,0.1,17.1,25,8.2,46,9,2.3,17,20.64,303580,3742,43040,58210,24864,1822.41,1486.76,1277.07,2,4.8,1.5,1.8,1.1,2.9,1.4,2.4,5112.003052
2017-05-01,0,0,17.8,25.4,11.3,55,7,2.1,11.7,34.59,303580,3742,43040,58210,24864,1821.37,1486.55,1276.74,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4278.095819
2017-05-02,0,0,16.9,24.7,9.4,52,8,1.7,12.3,46.14,303580,3742,43040,58210,24864,1819.08,1486.12,1276.54,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3753.481502
2017-05-03,0,0,18.3,27.2,9.5,53,7,1.5,8.1,26.66,303580,3742,43040,58210,24864,1818.38,1485.78,1276.11,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4893.891211
2017-05-04,0.3,9.9,19.1,26.4,11.3,60,9,1.6,9.8,22.27,303580,3742,43040,58210,24864,1817.24,1485.76,1276.09,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,5029.493444
2017-05-05,3.7,25,19.8,25.1,15.6,70,23,1.9,12.5,22.32,303580,3742,43040,58210,24864,1817.08,1485.5,1275.74,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4672.004659
2017-05-06,0,0,16.7,22.6,11.1,39,6,3,16.4,22.48,303580,3742,43040,58210,24864,1817.27,1485.32,1275.6,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,5056.355223
2017-05-08,0,0.8,18.2,24.9,10.3,47,9,2,13.1,25.7,303580,3742,43040,58210,24864,1817.61,1485.13,1275.51,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,5057.550457
2017-05-09,11.2,25.7,14.9,19.1,12.9,81,13,1.8,14,39.21,303580,3742,43040,58210,24864,1815.69,1484.34,1274.56,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3968.397148
2017-05-10,1.1,7.4,15.5,19.7,12.6,83,41,1.8,15.7,32.44,303580,3742,43040,58210,24864,1814.32,1483.94,1274.26,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4282.149797
2017-05-11,0.3,5.5,18.9,25.8,12.3,72,0,1.8,12,27.42,303580,3742,43040,58210,24864,1813.29,1483.26,1273.58,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4110.19329
2017-05-12,1.7,25.3,18,21.8,14.4,81,1,1.6,14.8,33.51,303580,3742,43040,58210,24864,1811.72,1482.5,1272.82,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3554.319058
2017-05-13,2.9,17,17.5,24.5,12.3,74,25,2.3,12.7,29.18,303580,3742,43040,58210,24864,1811.66,1481.94,1272.2,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,4299.685551
2017-05-15,0,0,16,21.7,10.2,56,19,2.6,11.7,93.08,303580,3742,43040,58210,24864,1812.04,1481.35,1271.72,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3441.399108
2017-05-16,0,0.5,16.5,22.2,11.1,66,25,1.7,9.3,86.02,303580,3742,43040,58210,24864,1811.47,1480.75,1270.92,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3302.203962
2017-05-17,0.7,24,17.4,24.7,11,66,23,1.6,9.2,77.08,303580,3742,43040,58210,24864,1811.38,1480.29,1270.49,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3049.984911
2017-05-18,0,0,19.7,27.4,11.5,58,20,1.7,10.5,77.89,303580,3742,43040,58210,24864,1811.56,1479.88,1270.04,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3349.894976
2017-05-19,0,0,21.5,29.5,13.5,46,14,2.2,10.3,78.72,303580,3742,43040,58210,24864,1810.82,1479.43,1269.61,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3344.860689
2017-05-20,0,0,21,28.4,13.8,47,15,1.9,7.6,24.65,303580,3742,43040,58210,24864,1810.92,1478.91,1269.05,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3924.821043
2017-05-22,0,0,20.2,27.3,13.1,62,15,1.7,8.9,172.3,303580,3742,43040,58210,24864,1811.29,1478.6,1268.91,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3125.702311
2017-05-23,1.4,17.7,19.6,25.5,13.7,70,25,1.4,7.7,114.68,303580,3742,43040,58210,24864,1812,1478.36,1268.54,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3066.03385
2017-05-24,3.6,24,19.8,25.4,16,77,20,1.5,9,112.93,303580,3742,43040,58210,24864,1811.46,1478.11,1268.22,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3134.461962
2017-05-25,0,0.3,19.6,27.8,13.2,58,0,2.7,18,100.64,303580,3742,43040,58210,24864,1811.65,1477.75,1267.95,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3110.721673
2017-05-26,0,4,16.1,21.7,10.9,54,19,2.6,16.9,119.2,303580,3742,43040,58210,24864,1812.3,1477.55,1267.65,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3331.334477
2017-05-27,0,0.8,17.5,25.1,9.8,59,11,1.7,8.9,101.92,303580,3742,43040,58210,24864,1812.06,1477.15,1267.18,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3010.846746
2017-05-29,0,0,23.4,30.6,16.6,56,18,2.2,8.5,152.21,303580,3742,43040,58210,24864,1811.68,1476.82,1267.01,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3110.304489
2017-05-30,0,0,23.1,30.4,16.2,52,1,1.6,8.9,140.13,303580,3742,43040,58210,24864,1810.94,1476.53,1266.77,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3034.525384
2017-05-31,2.5,43,21.6,27.9,16.5,66,11,1.6,9.5,137.61,303580,3742,43040,58210,24864,1811.22,1476.19,1266.49,2,6.4,1.4,1.8,1.1,2.4,1.4,2.5,3571.838351
2017-06-01,2.6,43.1,21,27.3,16.2,71,18,2.2,14.8,85.19,303580,3742,43040,58210,24864,1808.45,1475.24,1265.48,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3234.407799
2017-06-02,0.1,0.8,19,25.6,12.3,55,8,2.1,11.3,157.75,303580,3742,43040,58210,24864,1809.03,1474.51,1264.69,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3317.867248
2017-06-03,0.2,13.1,19.3,25.3,14.2,53,17,2.3,9.7,98.84,303580,3742,43040,58210,24864,1808.04,1473.86,1263.89,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3383.342742
2017-06-05,0,0.1,20.3,27.6,13,52,14,1.9,9.4,142.5,303580,3742,43040,58210,24864,1807.67,1473.3,1263.43,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3261.206841
2017-06-06,10.7,141.9,17.8,21.7,14.5,72,25,2.2,15.4,111.16,303580,3742,43040,58210,24864,1806.8,1472.6,1262.44,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3142.687415
2017-06-07,5.5,33.5,18.4,21.2,15.9,87,50,2.4,11.4,76.13,303580,3742,43040,58210,24864,1805.4,1472.05,1261.92,1.8,7.2,0.9,1.8,1,2.2,1.3,2.3,3056.58164
